"","ASV","Metabolite","Corr.r","Phylum","Class","Order","Family","Genus","Species"
"161","ASV-609","Glycerate",0.876436807541197,"Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group","UBA10353_marine_group","UBA10353_marine_group uncultured_bacterium"
"162","ASV-61","4-Guanidinobutanoic acid",0.9482751971102,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"163","ASV-61","Feature 96",-0.932047764608551,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"164","ASV-61","Arginine",0.949859818698223,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"165","ASV-61","Ornithine",0.942604243510405,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"166","ASV-61","Feature 10",0.935875813514483,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"167","ASV-61","Feature 103",-0.95518867344967,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"168","ASV-61","Feature 100",-0.897239626575741,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"169","ASV-61","Feature 104",-0.967330293827384,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"170","ASV-61","Feature 138",-0.977448796263098,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"171","ASV-61","Feature 112",-0.971236026429645,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"172","ASV-61","Feature 108",-0.970005304514816,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"173","ASV-61","Feature 101",-0.977525635252492,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"174","ASV-61","Feature 113",-0.949998114702535,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"175","ASV-61","Feature 18",-0.875495257092579,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"176","ASV-61","Feature 114",-0.961545585996124,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"177","ASV-61","Feature 106",-0.935875995970581,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"178","ASV-61","Feature 102",-0.974166491317267,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"179","ASV-61","Feature 25",0.877637767433163,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"180","ASV-61","Feature 84",0.922327530638706,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"181","ASV-61","Feature 107",-0.958811867188002,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"182","ASV-61","Feature 89",0.942063162718136,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"183","ASV-61","Feature 127",-0.971318506150901,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"184","ASV-61","Feature 12",0.954590193969609,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"185","ASV-61","Feature 16",0.922182242862727,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"186","ASV-61","Feature 105",-0.946861802617771,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"187","ASV-61","Feature 13",0.899702681655938,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"188","ASV-61","Feature 91",-0.924421546270745,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"189","ASV-61","Feature 109",-0.964213501312307,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"190","ASV-61","NG-dimethyl-L-arginine",0.891806308930232,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"191","ASV-61","Feature 126",-0.980061183060062,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"192","ASV-61","Feature 117",-0.933398204169072,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"193","ASV-61","Feature 110",-0.951737748250002,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"194","ASV-61","Feature 141",-0.891434549823018,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"195","ASV-61","Feature 35",0.949655968445946,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"196","ASV-61","Feature 118",-0.968611626068042,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"197","ASV-61","Feature 9",0.968370045413872,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"198","ASV-61","Homoarginine",0.900422756785088,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"199","ASV-61","Feature 90",-0.939330372732485,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"200","ASV-61","Feature 125",-0.90070616026266,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"201","ASV-61","Feature 139",-0.973504208024161,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"202","ASV-61","Feature 66",0.868282996502401,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"203","ASV-61","Feature 14",0.956899610182514,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"204","ASV-61","Feature 11",0.954549452013908,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"205","ASV-61","Feature 8",0.939860940493126,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"206","ASV-61","Feature 140",-0.906899542390043,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"207","ASV-61","Feature 137",-0.966677856280333,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"208","ASV-61","Feature 60",-0.910508295955695,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"209","ASV-61","Feature 37",0.951834337014139,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"210","ASV-61","Feature 53",0.894042352063933,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"211","ASV-61","Feature 61",0.947031944812742,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"212","ASV-61","Feature 128",-0.90920642623488,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"213","ASV-61","Feature 19",-0.875495257092579,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"214","ASV-61","Feature 40",0.900422756785088,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"215","ASV-61","Feature 56",-0.975069988825939,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"216","ASV-61","Feature 133",-0.952628894146726,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"217","ASV-61","Feature 51",-0.894382062712052,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"218","ASV-61","Feature 43",0.891918120565587,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"219","ASV-61","Feature 36",0.900478127713927,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"220","ASV-61","Feature 58",0.926170706873861,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"221","ASV-61","Feature 62",0.941309006473155,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"222","ASV-61","Feature 57",0.939202974787264,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"223","ASV-61","Feature 17",0.947468097080121,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"224","ASV-61","Feature 65",0.867847367995414,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"225","ASV-61","Feature 67",0.862955282289956,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"226","ASV-61","Feature 15",0.940551757200153,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"227","ASV-61","Feature 42",0.950142921294793,"Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria","Mitochondria","Unclassified  Mitochondria"
"228","ASV-680","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","OM27_clade uncultured_proteobacterium"
"229","ASV-682","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","OM27_clade uncultured_organism"
"230","ASV-683","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","OM27_clade uncultured_organism"
"231","ASV-698","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","OM27_clade uncultured_bacterium"
"232","ASV-725","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio uncultured_marine"
"233","ASV-728","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Bdellovibrio uncultured_bacterium"
"234","ASV-749","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Peredibacter uncultured_bacterium"
"235","ASV-753","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Unclassified  Peredibacter"
"236","ASV-758","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Peredibacter uncultured_Peredibacter"
"237","ASV-774","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax","Halobacteriovorax Bacteriovorax_sp."
"238","ASV-777","Glycerate",0.876436807541197,"Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax","Halobacteriovorax uncultured_phototrophic"
"239","ASV-795","Glycerate",0.876436807541197,"Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","Unclassified  P3OB-42"
"240","ASV-826","Glycerate",0.876436807541197,"Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","Unclassified  P3OB-42"
"241","ASV-835","Glycerate",0.876436807541197,"Myxococcota","Polyangia","Polyangiales","BIrii41","BIrii41","BIrii41 uncultured_Polyangiaceae"
"242","ASV-885","Glycerate",0.876436807541197,"Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadales","Bradymonadales","Unclassified  Bradymonadales"
"243","ASV-895","Glycerate",0.876436807541197,"Desulfobacterota","Desulfuromonadia","Bradymonadales","Bradymonadales","Bradymonadales","Bradymonadales uncultured_marine"
"244","ASV-970","Glycerate",0.876436807541197,"Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","uncultured","Unclassified  uncultured"
"245","ASV-984","Glycerate",0.876436807541197,"Bacteroidota","Bacteroidia","Chitinophagales","37-13","37-13","37-13 uncultured_Bacteroidetes"
