"","ASV_ID","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"292","140ebc14a16897f9711902c049ae3c87","ASV-2352","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Salinispira","Salinispira uncultured_bacterium"
"293","141672c45f6954644ef6422bdf513dc3","ASV-2917","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","uncultured uncultured_bacterium"
"294","142a26aa5e151563c9c3bf351ec21670","ASV-3183","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured","uncultured uncultured_Alphaproteobacteria"
"295","14699b88efa1af6b3448d594929ee59d","ASV-2874","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Terasakiellaceae","uncultured","uncultured uncultured_bacterium"
"296","1488ac6bda663b8e2dc4531ae7b3a344","ASV-1101","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unclassified  uncultured"
"297","1490eabb0be2e320ac65690fe7f05b3d","ASV-1556","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Ekhidna Ekhidna_sp."
"298","14a97fb29ae8011fcc07775f6c1669ca","ASV-1660","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Unclassified Cyclobacteriaceae","Unclassified Cyclobacteriaceae"
"299","14b0f0125569f3f70809d852de8c96b0","ASV-1263","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae"
"300","14d9d2c049b88f77200c92665eac6688","ASV-848","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","uncultured uncultured_bacterium"
"301","14dafe57c52e892d414de108ee719c98","ASV-759","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Unclassified  Peredibacter"
"302","14e43fc719a3ff68b4afd50ed75fac5b","ASV-3571","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae"
"303","14fab5d4b2cb22a70de827c36852887f","ASV-1258","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Psychroflexus","Psychroflexus uncultured_organism"
"304","15139554e57f2da44c73497c2dbd56f5","ASV-3297","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","uncultured","uncultured uncultured_organism"
"305","1526d559c507bbc96a5a766d98298fd8","ASV-3213","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae","uncultured","Unclassified  uncultured"
"306","154ad6481c7f8a9a5191b49cd8856792","ASV-3529","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae"
"307","154c14ea2a75dbada647cdb6e3f3f75f","ASV-455","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Nitrincolaceae","Nitrincolaceae uncultured_gamma"
"308","1582584795a13320b5a870eda86c2516","ASV-1368","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Unclassified Flavobacteriaceae","Unclassified Flavobacteriaceae"
"309","1587352f57f884b6c263812ca44131dc","ASV-1605","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","Candidatus_Amoebophilus uncultured_bacterium"
"310","15a6144509a0fcbea733695dd890271c","ASV-2314","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade","SAR202_clade","SAR202_clade uncultured_bacterium"
"311","15c1b437fca30da0ddc4d8a855775d41","ASV-1246","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","Unclassified  Winogradskyella"
"312","15c45700574b30660486ba0bc2d28436","ASV-2306","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","uncultured uncultured_bacterium"
"313","15d58e88b95487042549ad2e48d207c6","ASV-2088","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","OM190 uncultured_planctomycete"
"314","15e3f5b6d1f3a025883db30f10086c82","ASV-971","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","uncultured","uncultured uncultured_bacterium"
"315","15ef3553ce2ab6453f5cc6505c483542","ASV-853","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","uncultured","Unclassified  uncultured"
"316","15f2252918b2d8258a16c0607f30a1a5","ASV-1238","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter","Ulvibacter uncultured_bacterium"
"317","160092825997e4706fb934d1132134e7","ASV-2718","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086","MBIC10086 uncultured_bacterium"
"318","1615874162098e1f70a5c7d623551cff","ASV-3167","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured uncultured_marine"
"319","16193d461484feddad117bd8d97f0360","ASV-3288","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Unclassified Hyphomicrobiaceae","Unclassified Hyphomicrobiaceae"
"320","16234b9589524b1d034950f7575ffbed","ASV-3507","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","uncultured","Unclassified  uncultured"
"321","162c3a5bf11fcac679c0ec98a62f1b1f","ASV-2674","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Unclassified Unknown_Family","Unclassified Unknown_Family"
"322","16312a247019441c1dd735e7ff5183e8","ASV-1655","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium"
"323","163156a45b1578f7ff5b4b5358497c7c","ASV-3168","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured uncultured_marine"
"324","16483555852fd92842583e03b38ca882","ASV-1548","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna","Unclassified  Ekhidna"
"325","1660426d73dea342c9ba72766ee25481","ASV-2961","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","uncultured uncultured_bacterium"
"326","166717744dad1b0b0593113064beaa0e","ASV-656","Bacteria","Proteobacteria","Gammaproteobacteria","Piscirickettsiales","Piscirickettsiaceae","Candidatus_Endoecteinascidia","Candidatus_Endoecteinascidia uncultured_bacterium"
"327","16676583ccb30f21a5ce96f7fafbd13e","ASV-816","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","Unclassified  P3OB-42"
"328","1670aa93f00693454691412273063571","ASV-2367","Bacteria","Acidobacteriota","Subgroup_21","Subgroup_21","Subgroup_21","Subgroup_21","Subgroup_21 uncultured_bacterium"
"329","16834b079a14f5654a71c7494fb7a1b7","ASV-1955","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Pirellula uncultured_organism"
"330","16b5e5a82e7a409586bac2120a0fe1ba","ASV-2811","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured"
"331","16bb95d52ac4f90f8d35c4b079eb3055","ASV-3160","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured","uncultured uncultured_bacterium"
"332","16cdeec8cb6ffbc3012a9e51eeedc53b","ASV-11","Bacteria","Unclassified Bacteria","Unclassified Bacteria","Unclassified Bacteria","Unclassified Bacteria","Unclassified Bacteria","Unclassified Bacteria"
"333","16e7fa4c7de7c9a96efa45fada5e5567","ASV-3321","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria"
"334","16fc68161d3a96df8a7d7dfd24a75e8e","ASV-1125","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unclassified  uncultured"
"335","170e472755f30b254904da26cdf76df6","ASV-722","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","Unclassified  Bdellovibrio"
"336","17168e03735b1d7a237f0b73a9fdd9e0","ASV-2204","Bacteria","WPS-2","WPS-2","WPS-2","WPS-2","WPS-2","WPS-2 hydrothermal_vent"
"337","1739d8f19c1ac366a2138b64b03047a9","ASV-2167","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","Rothia Rothia_mucilaginosa"
"338","173cf824243b6697da7c1aa042f879f4","ASV-396","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria","Unclassified Gammaproteobacteria"
"339","1740e8c498fe86a89cfe039d8c5f1fd4","ASV-1218","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Unclassified Flavobacteriales","Unclassified Flavobacteriales","Unclassified Flavobacteriales"
"340","1751cdcc91448bce2e063d8e32702b34","ASV-1296","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda","Unclassified  Muricauda"
"341","175d1e687d6905cf0b1b85ec810a42f8","ASV-1946","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Unclassified  Rhodopirellula"
"342","17689a6803dcdaa39c02df8a687910dc","ASV-1907","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula","Unclassified  Rhodopirellula"
"343","178747a2f25ed0928f8bae47d44dcc22","ASV-341","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade","KI89A_clade","Unclassified  KI89A_clade"
"344","179acf935ffb17923b35f07cc870c880","ASV-3433","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas","Unclassified  Kordiimonas"
"345","17a22fcc9034e2c1087c3159889712b7","ASV-1587","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","Candidatus_Amoebophilus uncultured_bacterium"
"346","17a9757b313b89ceaff9735fdabb669e","ASV-3577","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae"
"347","17c6040dbfb25c3d2bf637de8fd6c371","ASV-2069","Bacteria","Planctomycetota","BD7-11","BD7-11","BD7-11","BD7-11","BD7-11 uncultured_bacterium"
"348","17c90070486747623732eee222aad479","ASV-2543","Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Acaryochloridaceae","Acaryochloris_MBIC11017","Unclassified  Acaryochloris_MBIC11017"
"349","17d008fb566f32bfa8926da165cd6921","ASV-2198","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","0319-6G20","0319-6G20","0319-6G20 uncultured_organism"
"350","17f3a3e2354791e2efb6a930d08c9208","ASV-2920","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured"
"351","17f56277b53e0309dc875e7929b434b6","ASV-3442","Bacteria","Proteobacteria","Alphaproteobacteria","Defluviicoccales","uncultured","uncultured","Unclassified  uncultured"
"352","180b8e9c451216b3b3e9dc18d2fc662f","ASV-1600","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","Unclassified  Candidatus_Amoebophilus"
"353","18121a38dfc2d31c8e3f2b38af7443ab","ASV-2748","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria uncultured_bacterium"
"354","1816592e173048be7e9ff601d770ca51","ASV-2247","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","Unclassified  A4b"
"355","1819975e969ff69f7ba1eadbc90e0370","ASV-2821","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured","Unclassified  uncultured"
"356","182af15449b28041348c5faffae09c8d","ASV-2653","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Phormidium_MBIC10003","Phormidium_MBIC10003 Phormidium_sp."
"357","1835304899ac75a2c399966ab0bc3cde","ASV-3414","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas","Unclassified  Kordiimonas"
"358","184109added82dd4ae1ef021344dd9b9","ASV-1922","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Unclassified  Pirellula"
"359","185b96aa3fb68e61662777a1ecbd71d9","ASV-1885","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02","SM1A02 uncultured_organism"
"360","187b830bfea8bb1b82f3c83fc8ec0b34","ASV-716","Bacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B) uncultured_bacterium"
"361","187b87c005ee585f6d2fec38b4e28858","ASV-3195","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria"
"362","18916ff01c5cc30f13e73cab657abe0e","ASV-2768","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus Lactobacillus_jensenii"
"363","18c2c159887ceaf9e47a8cced80a5214","ASV-3254","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","Unclassified  Erythrobacter"
"364","18cc296e317f00871a6f2592a1597633","ASV-2972","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","uncultured uncultured_bacterium"
"365","18d7715011028e9da7fa0ef05b82fd37","ASV-2427","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41","WCHB1-41","WCHB1-41","WCHB1-41 uncultured_organism"
"366","1942761c85d78d6e324a47ba5cd44295","ASV-1359","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Unclassified  Tenacibaculum"
"367","1949a2b1b4ad937da95dda2ca2360c51","ASV-1799","Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage uncultured_bacterium"
"368","1959dcbb7e35b8ceddf7f8dbd8cfa5f8","ASV-510","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","Unclassified  Woeseia"
"369","197b122a3ea455dd2d79af62f8626e2f","ASV-563","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","Unclassified  uncultured"
"370","197b8b467e68c99fbd817e6b19336520","ASV-1763","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter","Unclassified  Acanthopleuribacter"
"371","198fd9ce76befa0b4eb26b6810a95ec1","ASV-2084","Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage","Pla3_lineage uncultured_organism"
"372","1996c043dee7aba1e1ba7596d1f76c60","ASV-1915","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Blastopirellula uncultured_bacterium"
"373","19a4c5dea72f53d272dfc2ea63592a99","ASV-788","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrionaceae","Desulfovibrionaceae uncultured_bacterium"
"374","19c4e999b35f5ff9249177282f8f2166","ASV-1642","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga","Fulvivirga uncultured_bacterium"
"375","19c8d3085e9d97c9a26bcc267f9e799b","ASV-762","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter","Peredibacter uncultured_bacterium"
"376","19d686539ea2c184c4be1192a1679805","ASV-2192","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured uncultured_bacterium"
"377","19ebd76e10b2cbcf4cd7fcae7f881513","ASV-482","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","uncultured uncultured_Chromatiales"
"378","19ef8dffc5df45a9f9fa9b67f9ced60c","ASV-2300","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","uncultured","uncultured","Unclassified  uncultured"
"379","19f4a823e29480e7b3d28d80ead40486","ASV-1064","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unclassified  uncultured"
"380","1a085ee6201b1e6fd017559729efddf4","ASV-1959","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula","Pirellula uncultured_planctomycete"
"381","1a13d9eaacf766e227e65364b2ba762d","ASV-2007","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Blastopirellula uncultured_planctomycete"
"382","1a1ecc415279887cba53e3dbe1f1c4fb","ASV-3351","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales"
"383","1a2ce32aae1e5b628d19b49e3f791f74","ASV-2786","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","uncultured uncultured_bacterium"
"384","1a2d433617d04e9f7d635a9b872cdcf3","ASV-3431","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Sneathiella","Sneathiella uncultured_bacterium"
"385","1a4c33a369619c97a3b0bb44e254b52e","ASV-830","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42","P3OB-42 uncultured_delta"
"386","1a5762687d3f01134a15b6c53070f841","ASV-3196","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria"
"387","1a68b0e4c64c6b983d26e0e6fd6daf59","ASV-3450","Bacteria","Proteobacteria","Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria","Unclassified Alphaproteobacteria"
"388","1a71065b68ce59126e3ecddfab4a4627","ASV-2378","Bacteria","Planctomycetota","OM190","OM190","OM190","OM190","OM190 uncultured_bacterium"
"389","1a711589f225a84f46f9fd5784189732","ASV-304","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","BD1-7_clade","BD1-7_clade uncultured_gamma"
"390","1a7458a605ea503c62ad96ab7f250fef","ASV-2024","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Unclassified  Blastopirellula"
"391","1a8345be385db8805b17eb1f97a90b74","ASV-1212","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2","Bacteroidetes_BD2-2","Unclassified  Bacteroidetes_BD2-2"
"392","1a8f5e85073d700b46481cf9490ee103","ASV-2589","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Coleofasciculaceae","Moorea","Moorea Moorea_producens"
"393","1a9224b5d7dc0f209ecfc14c0d7239b4","ASV-3294","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales","Unclassified Rhizobiales"
"394","1a9410a926e2b02add8c3fa860fe2efe","ASV-3334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Pseudovibrio","Unclassified  Pseudovibrio"
"395","1ab09f6de166cc1a3e4bc70264fb9214","ASV-1707","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Imperialibacter","Imperialibacter uncultured_bacterium"
"396","1adb976253abf870fe0ead08ada24588","ASV-3136","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured uncultured_organism"
"397","1af5f5594d200d378d5037e2330efb4f","ASV-133","Bacteria","Dependentiae","Babeliae","Babeliales","Babeliales","Babeliales","Babeliales uncultured_bacterium"
"398","1afe9f3202bbbfb86efbe34942c403dc","ASV-2952","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","uncultured uncultured_organism"
"399","1b1a85c3e5135562c8d0e3d60c424d89","ASV-1506","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Marinoscillum","Unclassified  Marinoscillum"
"400","1b21d2b71f96b4a59b392aee9aa1d655","ASV-207","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Unclassified  Pseudoalteromonas"
"401","1b375d843b06f6507cec22f086353f08","ASV-2384","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiaceae","Chlamydiaceae","Chlamydiaceae uncultured_Chlamydiales"
"402","1b44c2b9fc6064e7e4e8247acbf5dc52","ASV-3106","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured uncultured_bacterium"
"403","1b6a7d330f08b948dfc17d78fa6b8023","ASV-2038","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Unclassified Planctomycetales","Unclassified Planctomycetales","Unclassified Planctomycetales"
"404","1b6d82dca36d6a0a225f42462f95f7da","ASV-697","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","OM27_clade uncultured_bacterium"
"405","1b7ab165e4b5140ac458192bf2ac1274","ASV-3653","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Limibaculum","Limibaculum uncultured_organism"
"406","1b83213c27338706ac3a70247dd5a2a8","ASV-1447","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","uncultured","uncultured","uncultured uncultured_Sphingobacteriales"
"407","1b8562fab4d21defce42111cb265575b","ASV-2386","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Unclassified  uncultured"
"408","1b8de0faefa8f6891626d91028667b2a","ASV-3547","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae"
"409","1b91ced276f859c17d4d94fc30118fde","ASV-1938","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula","Blastopirellula uncultured_bacterium"
"410","1ba4f2a46984fb3a2a8ec48e5f2f46e1","ASV-3109","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","Unclassified  uncultured"
"411","1bc17cefcad95012741a237a263728df","ASV-3300","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hyphomonas","Hyphomonas uncultured_bacterium"
"412","1c029a9d55acb14173f935d24678e5d2","ASV-517","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia","Woeseia Woeseia_oceani"
"413","1c0f81e60f2d9d1803331372a8a7683a","ASV-951","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_deep-sea"
"414","1c18ef263676971c1c05cad47d32bad0","ASV-2790","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured","uncultured uncultured_bacterium"
"415","1c235e3d35bee1311e3b6abf2692f050","ASV-3403","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas","Unclassified  Kordiimonas"
"416","1c3282bd17a6f26cb8148d526fd6b9a3","ASV-3085","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured uncultured_bacterium"
"417","1c3f9bbcbd47c58fbca0df08192fa257","ASV-2287","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured","uncultured uncultured_Chloroflexi"
"418","1c7940f139b86a820cdaef2065dcec8e","ASV-1754","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Acanthopleuribacter","Acanthopleuribacter uncultured_bacterium"
"419","1c79a4cfea318a2c93561c31a9f0b545","ASV-3103","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","Unclassified  uncultured"
"420","1c96e832fb2bbf9ee1d276c1509a237d","ASV-905","Bacteria","Calditrichota","Calditrichia","Calditrichales","Calditrichaceae","Calorithrix","Calorithrix unidentified_bacterium"
"421","1cb1543a3584fb91231845ce6d3e4ac2","ASV-915","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","Kapabacteriales","Kapabacteriales","Kapabacteriales uncultured_bacterium"
"422","1cb6ba1f21c7dc2f71df36a6b18f5354","ASV-3597","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unclassified Rhodobacteraceae","Unclassified Rhodobacteraceae"
"423","1cbe9facf09ea0d90843cab25fd6f4d1","ASV-1072","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Phaeodactylibacter","Unclassified  Phaeodactylibacter"
"424","1cc7ae0bbaa99e4ba6437b56cf6ca163","ASV-2839","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Pelagibius uncultured_bacterium"
"425","1cef5a117269488be5d2c75f61236155","ASV-2213","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b","Unclassified  A4b"
"426","1d0495523776b38232451f5d7729be00","ASV-1046","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","Unclassified  uncultured"
"427","1d2623ab6b472f0edc82baa72109d9c7","ASV-3372","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Parvularcula","Unclassified  Parvularcula"
"428","1d46377450986b802202807190fee62a","ASV-941","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured","uncultured uncultured_bacterium"
"429","1d5af52f067142145cd451388c3417f5","ASV-2465","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured","uncultured uncultured_bacterium"
"430","1d6860b8947f7255ce315a008194f0a0","ASV-1189","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus","Vicingus uncultured_bacterium"
"431","1d6cfb7c070b9d743e34446ce9156626","ASV-2842","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","Pelagibius","Unclassified  Pelagibius"
"432","1d6d644b49f26a1c9588fd8421007f9e","ASV-3665","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured","Unclassified  uncultured"
"433","1d835314cf2f8fd4cea640854f35af23","ASV-1031","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured uncultured_organism"
